Dates,price,P_B,P_S,P_FCF,P_EPS,P_EBITDA,EV_FCFF,EV_B,LTDebt_EV,EV_EBITDA,DPS,DPR
3/7/2013,15.378,3.1749,2.4499,8.5054,9.663,6.8078,5.6334,2.0985,0,6.4012,0.0946,11.9164
3/8/2013,15.419,3.1832,2.4564,8.5279,9.6885,6.8258,5.6559,2.1068,0,6.4268,0.0946,11.9164
3/11/2013,15.638,3.2286,2.4914,8.6494,9.8265,6.923,5.7776,2.1522,0,6.5651,0.0946,11.9164
3/12/2013,15.301,3.159,2.4376,8.4629,9.6147,6.7737,5.5908,2.0826,0,6.3528,0.0946,11.9164
3/13/2013,15.298,3.1584,2.4372,8.4613,9.6129,6.7725,5.5892,2.082,0,6.351,0.0946,11.9164
3/14/2013,15.446,3.189,2.4608,8.5433,9.706,6.8381,5.6713,2.1126,0,6.4443,0.0946,11.9164
3/15/2013,15.845,3.2713,2.5243,8.7637,9.9565,7.0145,5.8922,2.1949,0,6.6953,0.0946,11.9164
3/18/2013,16.276,3.3602,2.5929,9.002,10.2271,7.2052,6.131,2.2838,0,6.9666,0.0946,11.9164
3/19/2013,16.232,3.3511,2.5859,8.9777,10.1995,7.1858,6.1066,2.2748,0,6.939,0.0946,11.9164
3/20/2013,16.146,3.3334,2.5722,8.9301,10.1454,7.1477,6.0589,2.257,0,6.8847,0.0946,11.9164
3/21/2013,16.169,3.3382,2.5759,8.9429,10.16,7.1579,6.0718,2.2618,0,6.8994,0.0946,11.9164
3/22/2013,16.497,3.4058,2.6281,9.1242,10.366,7.3031,6.2535,2.3295,0,7.1059,0.0946,11.9164
3/25/2013,16.556,3.4182,2.6376,9.1572,10.4035,7.3295,6.2866,2.3418,0,7.1434,0.0946,11.9164
3/26/2013,16.469,3.4001,2.6237,9.109,10.3487,7.2908,6.2382,2.3238,0,7.0884,0.0946,11.9164
3/27/2013,16.146,3.3334,2.5722,8.9301,10.1454,7.1477,6.0589,2.257,0,6.8847,0.0946,11.9164
3/28/2013,15.809,3.0714,2.4567,9.1489,10.4722,7.2397,5.9674,2.0001,0,6.8309,0.0946,11.9164
3/29/2013,15.809,3.0714,2.4567,9.1489,10.4722,7.2397,5.9674,2.0001,0,6.8309,0.0946,11.9164
4/1/2013,15.318,2.976,2.3804,8.8647,10.1469,7.0149,5.6831,1.9048,0,6.5055,0.0946,18.8162
4/2/2013,15.35,2.9821,2.3853,8.8829,10.1678,7.0293,5.7013,1.9109,0,6.5263,0.0946,18.8162
4/3/2013,15.428,2.9974,2.3975,8.9283,10.2198,7.0652,5.7467,1.9262,0,6.5784,0.0946,18.8162
4/4/2013,15.276,2.9677,2.3738,8.8401,10.1188,6.9954,5.6584,1.8966,0,6.4773,0.0946,18.8162
4/5/2013,15.114,2.9364,2.3487,8.7467,10.0118,6.9215,5.565,1.8652,0,6.3703,0.0946,18.8162
4/8/2013,15.222,2.9572,2.3654,8.8089,10.083,6.9707,5.6272,1.8861,0,6.4415,0.0946,18.8162
4/9/2013,15.249,2.9626,2.3697,8.8248,10.1013,6.9833,5.6431,1.8914,0,6.4598,0.0946,18.8162
4/10/2013,15.56,3.023,2.418,9.0048,10.3073,7.1257,5.8232,1.9518,0,6.6659,0.0946,18.8162
4/11/2013,15.512,3.0136,2.4105,8.9767,10.2751,7.1035,5.7951,1.9424,0,6.6337,0.0946,18.8162
4/12/2013,15.35,2.9822,2.3853,8.8831,10.168,7.0294,5.7015,1.911,0,6.5265,0.0946,18.8162
4/15/2013,14.995,2.9131,2.3301,8.6774,9.9326,6.8667,5.4957,1.842,0,6.291,0.0946,18.8162
4/16/2013,15.223,2.9575,2.3656,8.8095,10.0837,6.9712,5.6278,1.8863,0,6.4423,0.0946,18.8162
4/17/2013,14.386,2.7948,2.2355,8.325,9.5292,6.5878,5.1431,1.7239,0,5.8874,0.0946,18.8162
4/18/2013,14.002,2.7202,2.1758,8.1029,9.2749,6.412,4.9209,1.6494,0,5.633,0.0946,18.8162
4/19/2013,13.948,2.7097,2.1674,8.0714,9.2389,6.3872,4.8894,1.6388,0,5.597,0.0946,18.8162
4/22/2013,14.238,2.7662,2.2125,8.2397,9.4315,6.5203,5.0577,1.6952,0,5.7897,0.0946,18.8162
4/23/2013,14.505,2.8179,2.2539,8.3939,9.608,6.6423,5.212,1.7469,0,5.9662,0.0946,18.8162
4/24/2013,14.481,2.8133,2.2502,8.3801,9.5922,6.6314,5.1945,1.7411,0,5.9462,0.0946,18.8162
4/25/2013,14.585,2.8335,2.2664,8.4404,9.6612,6.6791,5.2548,1.7613,0,6.0153,0.0946,18.8162
4/26/2013,14.9,2.8948,2.3154,8.6228,9.87,6.8234,5.4373,1.8224,0,6.2241,0.0946,18.8162
4/29/2013,15.361,2.9844,2.3871,8.8897,10.1755,7.0346,5.7042,1.9119,0,6.5297,0.0946,18.8162
4/30/2013,15.814,3.0722,2.4573,9.1513,10.475,7.2417,5.9659,1.9996,0,6.8292,0.0946,18.8162
5/1/2013,15.689,3.048,2.438,9.0792,10.3925,7.1846,5.8937,1.9754,0,6.7466,0.0946,18.8162
5/2/2013,15.911,3.0912,2.4726,9.208,10.5399,7.2865,6.0225,2.0186,0,6.894,0.0946,18.8162
5/3/2013,16.071,3.1222,2.4973,9.3002,10.6454,7.3595,6.1147,2.0495,0,6.9996,0.0946,18.8162
5/6/2013,16.454,3.1966,2.5569,9.5219,10.8992,7.535,6.3365,2.1238,0,7.2534,0.0946,18.8162
5/7/2013,16.381,3.1824,2.5455,9.4795,10.8507,7.5014,6.2941,2.1096,0,7.2049,0.0946,18.8162
5/8/2013,16.566,3.2183,2.5742,9.5866,10.9733,7.5861,6.4012,2.1455,0,7.3275,0.0946,18.8162
5/9/2013,16.313,3.1693,2.535,9.4405,10.806,7.4705,6.255,2.0965,0,7.1602,0.0946,18.8162
5/10/2013,16.178,3.1429,2.5139,9.362,10.7161,7.4084,6.1765,2.0702,0,7.0703,0.0946,18.8162
5/13/2013,16.241,3.1552,2.5237,9.3985,10.758,7.4373,6.2131,2.0825,0,7.1122,0.0946,18.8162
5/14/2013,15.852,3.0797,2.4633,9.1737,10.5006,7.2594,5.9882,2.0071,0,6.8548,0.0946,18.8162
5/15/2013,15.316,2.9756,2.38,8.8634,10.1455,7.0139,5.6779,1.9031,0,6.4996,0.0946,18.8162
5/16/2013,15.521,3.0153,2.4118,8.9818,10.281,7.1076,5.7963,1.9428,0,6.6351,0.0946,18.8162
5/17/2013,15.474,3.0062,2.4045,8.9546,10.2498,7.086,5.7691,1.9337,0,6.604,0.0946,18.8162
5/20/2013,15.819,3.0733,2.4582,9.1544,10.4786,7.2442,5.969,2.0007,0,6.8327,0.0946,18.8162
5/21/2013,15.702,3.0506,2.44,9.0869,10.4012,7.1907,5.9014,1.978,0,6.7554,0.0946,18.8162
5/22/2013,15.763,3.0623,2.4494,9.1219,10.4413,7.2184,5.9364,1.9897,0,6.7955,0.0946,18.8162
5/23/2013,15.791,3.0678,2.4538,9.1381,10.4599,7.2312,5.9526,1.9952,0,6.8141,0.0946,18.8162
5/24/2013,15.898,3.0887,2.4705,9.2003,10.5311,7.2805,6.0149,2.016,0,6.8853,0.0946,18.8162
5/27/2013,15.898,3.0887,2.4705,9.2003,10.5311,7.2805,6.0149,2.016,0,6.8853,0.0946,18.8162
5/28/2013,15.766,3.0629,2.4499,9.1236,10.4433,7.2198,5.9382,1.9903,0,6.7975,0.0946,18.8162
5/29/2013,15.891,3.0873,2.4694,9.1962,10.5264,7.2772,6.0107,2.0146,0,6.8805,0.0946,18.8162
5/30/2013,16.128,3.1333,2.5062,9.3332,10.6832,7.3856,6.1478,2.0606,0,7.0374,0.0946,18.8162
5/31/2013,16.062,3.1205,2.4959,9.2951,10.6396,7.3555,6.1096,2.0478,0,6.9938,0.0946,18.8162
6/3/2013,16.097,3.1273,2.5014,9.3154,10.6629,7.3716,6.13,2.0546,0,7.0171,0.0946,18.8162
6/4/2013,16.047,3.1175,2.4936,9.2863,10.6295,7.3485,6.1008,2.0449,0,6.9837,0.0946,18.8162
6/5/2013,15.897,3.0884,2.4703,9.1995,10.5302,7.2798,6.014,2.0158,0,6.8843,0.0946,18.8162
6/6/2013,15.659,3.0422,2.4334,9.0621,10.3728,7.1711,5.8766,1.9697,0,6.727,0.0946,18.8162
6/7/2013,15.779,3.0655,2.452,9.1313,10.4521,7.2259,5.9458,1.9929,0,6.8063,0.0946,18.8162
6/10/2013,15.675,3.0452,2.4358,9.0709,10.383,7.1781,5.8855,1.9727,0,6.7372,0.0946,18.8162
6/11/2013,15.629,3.0363,2.4286,9.0443,10.3525,7.157,5.8588,1.9637,0,6.7066,0.0946,18.8162
6/12/2013,15.435,2.9987,2.3986,8.9325,10.2245,7.0685,5.747,1.9263,0,6.5786,0.0946,18.8162
6/13/2013,15.57,3.0249,2.4195,9.0105,10.3138,7.1302,5.825,1.9524,0,6.668,0.0946,18.8162
6/14/2013,15.359,2.9839,2.3867,8.8882,10.1739,7.0335,5.7028,1.9114,0,6.528,0.0946,18.8162
6/17/2013,15.429,2.9974,2.3975,8.9285,10.22,7.0654,5.7431,1.9249,0,6.5741,0.0946,18.8162
6/18/2013,15.42,2.9958,2.3962,8.9238,10.2146,7.0616,5.7383,1.9233,0,6.5687,0.0946,18.8162
6/19/2013,15.107,2.935,2.3476,8.7425,10.0071,6.9182,5.557,1.8626,0,6.3612,0.0946,18.8162
6/20/2013,14.887,2.8922,2.3134,8.6152,9.8613,6.8174,5.4297,1.8199,0,6.2154,0.0946,18.8162
6/21/2013,14.768,2.8691,2.2948,8.5462,9.7824,6.7628,5.3607,1.7968,0,6.1364,0.0946,18.8162
6/24/2013,14.376,2.793,2.234,8.3197,9.5231,6.5836,5.1341,1.7208,0,5.8771,0.0946,18.8162
6/25/2013,14.38,2.7936,2.2345,8.3215,9.5252,6.585,5.136,1.7215,0,5.8792,0.0946,18.8162
6/26/2013,14.217,2.762,2.2092,8.2273,9.4173,6.5105,5.0418,1.6899,0,5.7714,0.0946,18.8162
6/27/2013,14.064,2.7322,2.1854,8.1386,9.3158,6.4403,4.9531,1.6602,0,5.6698,0.0946,18.8162
6/28/2013,14.162,2.9202,2.1878,8.5885,9.8248,6.6359,5.6063,1.9662,6.9918,6.4253,0.0946,18.8162
7/1/2013,14.615,3.0137,2.2578,8.8633,10.1392,6.8483,5.8816,2.0628,6.6645,6.7408,0.1089,27.1976
7/2/2013,14.946,3.082,2.309,9.0641,10.3689,7.0034,6.0827,2.1333,6.4442,6.9713,0.1089,27.1976
7/3/2013,15.029,3.099,2.3217,9.1141,10.4262,7.0421,6.1329,2.1509,6.3915,7.0288,0.1089,27.1976
7/4/2013,15.029,3.099,2.3217,9.1141,10.4262,7.0421,6.1329,2.1509,6.3915,7.0288,0.1089,27.1976
7/5/2013,14.908,3.0741,2.3031,9.0409,10.3424,6.9855,6.0595,2.1252,6.4688,6.9447,0.1089,27.1976
7/8/2013,14.823,3.0566,2.29,8.9896,10.2837,6.9458,6.0081,2.1071,6.5242,6.8858,0.1089,27.1976
7/9/2013,15.084,3.1104,2.3303,9.1477,10.4646,7.068,6.1665,2.1627,6.3566,7.0673,0.1089,27.1976
7/10/2013,15.026,3.0985,2.3213,9.1126,10.4244,7.0409,6.1313,2.1504,6.3931,7.027,0.1089,27.1976
7/11/2013,15.26,3.1468,2.3575,9.2547,10.5869,7.1506,6.2736,2.2003,6.2481,7.1901,0.1089,27.1976
7/12/2013,15.233,3.141,2.3532,9.2378,10.5676,7.1376,6.2567,2.1943,6.2649,7.1707,0.1089,27.1976
7/15/2013,15.266,3.1479,2.3584,9.2579,10.5907,7.1532,6.2769,2.2014,6.2448,7.1939,0.1089,27.1976
7/16/2013,15.364,3.1682,2.3736,9.3176,10.6589,7.1993,6.3367,2.2224,6.1859,7.2624,0.1089,27.1976
7/17/2013,15.368,3.169,2.3742,9.3201,10.6618,7.2012,6.3392,2.2233,6.1835,7.2652,0.1089,27.1976
7/18/2013,15.42,3.1797,2.3822,9.3515,10.6977,7.2254,6.3706,2.2343,6.153,7.3012,0.1089,27.1976
7/19/2013,15.177,3.1295,2.3446,9.204,10.529,7.1115,6.2229,2.1825,6.299,7.132,0.1089,27.1976
7/22/2013,15.225,3.1396,2.3521,9.2335,10.5627,7.1343,6.2524,2.1928,6.2693,7.1658,0.1089,27.1976
7/23/2013,14.964,3.0857,2.3117,9.0749,10.3813,7.0118,6.0936,2.1371,6.4327,6.9837,0.1089,27.1976
7/24/2013,15.733,3.2441,2.4305,9.541,10.9145,7.3719,6.2535,2.1932,6.2682,7.167,0.1089,27.1976
7/25/2013,15.661,3.2293,2.4194,9.4975,10.8647,7.3383,6.2113,2.1784,6.3108,7.1186,0.1089,27.1976
7/26/2013,15.75,3.2477,2.4331,9.5514,10.9264,7.3799,6.2636,2.1967,6.2581,7.1786,0.1089,27.1976
7/29/2013,15.993,3.2978,2.4706,9.6987,11.0949,7.4937,6.4064,2.2468,6.1186,7.3422,0.1089,27.1976
7/30/2013,16.19,3.3385,2.5012,9.8185,11.2319,7.5863,6.5225,2.2875,6.0097,7.4753,0.1089,27.1976
7/31/2013,16.162,3.3327,2.4968,9.8014,11.2123,7.5731,6.5059,2.2817,6.025,7.4563,0.1089,27.1976
8/1/2013,16.31,3.3632,2.5197,9.8912,11.3151,7.6424,6.593,2.3123,5.9454,7.5561,0.1089,27.1976
8/2/2013,16.519,3.4064,2.552,10.0182,11.4604,7.7406,6.7161,2.3555,5.8364,7.6972,0.1089,27.1976
8/5/2013,16.766,3.4573,2.5901,10.1678,11.6316,7.8562,6.8612,2.4063,5.713,7.8635,0.1089,27.1976
8/6/2013,16.616,3.4263,2.567,10.0769,11.5275,7.7859,6.773,2.3754,5.7874,7.7624,0.1089,27.1976
8/7/2013,16.606,3.4244,2.5655,10.071,11.5208,7.7814,6.7673,2.3734,5.7922,7.7559,0.1089,27.1976
8/8/2013,16.465,3.3951,2.5436,9.985,11.4224,7.715,6.684,2.3442,5.8645,7.6604,0.1089,27.1976
8/9/2013,16.23,3.3468,2.5074,9.843,11.2599,7.6052,6.5462,2.2959,5.9879,7.5025,0.1089,27.1976
8/12/2013,16.691,3.4419,2.5786,10.1226,11.5798,7.8212,6.8173,2.3909,5.7498,7.8132,0.1089,27.1976
8/13/2013,17.485,3.6054,2.7012,10.6036,12.1301,8.1929,7.2837,2.5545,5.3816,8.3478,0.1089,27.1976
8/14/2013,17.804,3.6712,2.7504,10.797,12.3513,8.3424,7.4713,2.6203,5.2465,8.5627,0.1089,27.1976
8/15/2013,17.783,3.6669,2.7472,10.7843,12.3367,8.3325,7.4589,2.6159,5.2552,8.5485,0.1089,27.1976
8/16/2013,17.94,3.6994,2.7716,10.88,12.4462,8.4065,7.5517,2.6485,5.1906,8.6549,0.1089,27.1976
8/19/2013,18.134,3.7393,2.8014,10.9972,12.5803,8.497,7.6653,2.6883,5.1137,8.7851,0.1089,27.1976
8/20/2013,17.895,3.6901,2.7646,10.8527,12.415,8.3854,7.5252,2.6392,5.2089,8.6245,0.1089,27.1976
8/21/2013,17.941,3.6996,2.7717,10.8806,12.447,8.407,7.5523,2.6487,5.1902,8.6556,0.1089,27.1976
8/22/2013,17.963,3.7041,2.775,10.8936,12.4618,8.417,7.5649,2.6531,5.1816,8.67,0.1089,27.1976
8/23/2013,17.894,3.6898,2.7643,10.8516,12.4138,8.3845,7.5242,2.6389,5.2096,8.6233,0.1089,27.1976
8/26/2013,17.963,3.7041,2.7751,10.8939,12.4621,8.4172,7.5651,2.6532,5.1814,8.6703,0.1089,27.1976
8/27/2013,17.45,3.5982,2.6958,10.5824,12.1058,8.1765,7.2631,2.5473,5.3968,8.3242,0.1089,27.1976
8/28/2013,17.532,3.6152,2.7085,10.6323,12.1629,8.2151,7.3116,2.5643,5.3611,8.3797,0.1089,27.1976
8/29/2013,17.561,3.6211,2.7129,10.6498,12.1829,8.2286,7.3285,2.5702,5.3488,8.399,0.1089,27.1976
8/30/2013,17.401,3.5881,2.6882,10.5526,12.0718,8.1535,7.2343,2.5372,5.4184,8.2911,0.1089,27.1976
9/2/2013,17.401,3.5881,2.6882,10.5526,12.0718,8.1535,7.2343,2.5372,5.4184,8.2911,0.1089,27.1976
9/3/2013,17.449,3.5982,2.6957,10.5822,12.1056,8.1763,7.2629,2.5472,5.397,8.3239,0.1089,27.1976
9/4/2013,17.81,3.6726,2.7515,10.8012,12.3561,8.3456,7.4753,2.6217,5.2437,8.5673,0.1089,27.1976
9/5/2013,17.688,3.6474,2.7326,10.7271,12.2713,8.2883,7.4034,2.5965,5.2946,8.4849,0.1089,27.1976
9/6/2013,17.794,3.6691,2.7489,10.791,12.3444,8.3377,7.4654,2.6182,5.2507,8.5559,0.1089,27.1976
9/9/2013,18.078,3.7277,2.7927,10.9632,12.5414,8.4707,7.6323,2.6768,5.1358,8.7473,0.1089,27.1976
9/10/2013,17.666,3.6428,2.7291,10.7134,12.2557,8.2778,7.3902,2.5919,5.3041,8.4698,0.1089,27.1976
9/11/2013,16.704,3.4445,2.5805,10.1302,11.5885,7.8271,6.8247,2.3935,5.7436,7.8216,0.1089,27.1976
9/12/2013,16.882,3.4811,2.608,10.238,11.7118,7.9104,6.9293,2.4302,5.6569,7.9415,0.1089,27.1976
9/13/2013,16.604,3.4238,2.565,10.0693,11.5188,7.7801,6.7657,2.3728,5.7937,7.754,0.1089,27.1976
9/16/2013,16.076,3.3149,2.4835,9.7492,11.1526,7.5327,6.4553,2.264,6.0722,7.3983,0.1089,27.1976
9/17/2013,16.261,3.3532,2.5122,9.8618,11.2815,7.6197,6.5645,2.3023,5.9712,7.5234,0.1089,27.1976
9/18/2013,16.596,3.4221,2.5638,10.0645,11.5134,7.7764,6.761,2.3712,5.7976,7.7487,0.1089,27.1976
9/19/2013,16.868,3.4783,2.6059,10.2296,11.7022,7.9039,6.9211,2.4273,5.6636,7.9321,0.1089,27.1976
9/20/2013,16.693,3.4422,2.5789,10.1237,11.581,7.8221,6.8184,2.3913,5.7489,7.8144,0.1089,27.1976
9/23/2013,17.523,3.6133,2.7071,10.6268,12.1566,8.2108,7.3062,2.5624,5.365,8.3735,0.1089,27.1976
9/24/2013,17.468,3.602,2.6986,10.5934,12.1184,8.185,7.2739,2.5511,5.3889,8.3364,0.1089,27.1976
9/25/2013,17.198,3.5462,2.6568,10.4295,11.9309,8.0584,7.1149,2.4953,5.5093,8.1542,0.1089,27.1976
9/26/2013,17.365,3.5808,2.6827,10.5311,12.0471,8.1369,7.2134,2.5299,5.4341,8.2671,0.1089,27.1976
9/27/2013,17.241,3.5135,2.6185,9.8685,12.096,8.0309,6.7712,2.4992,5.4927,8.337,0.1089,27.1976
9/30/2013,17.027,3.4699,2.586,9.7459,11.9456,7.931,6.6517,2.4551,5.5914,8.1898,0.1089,28.4516
10/1/2013,17.427,3.5515,2.6468,9.975,12.2265,8.1175,6.875,2.5375,5.4097,8.4648,0.1089,28.4516
10/2/2013,17.484,3.5631,2.6555,10.0077,12.2666,8.1442,6.9069,2.5493,5.3848,8.504,0.1089,28.4516
10/3/2013,17.265,3.5183,2.6221,9.882,12.1125,8.0418,6.7843,2.5041,5.482,8.3531,0.1089,28.4516
10/4/2013,17.251,3.5156,2.62,9.8742,12.103,8.0355,6.7768,2.5013,5.4881,8.3438,0.1089,28.4516
10/7/2013,17.42,3.5499,2.6457,9.9707,12.2212,8.114,6.8708,2.536,5.413,8.4596,0.1089,28.4516
10/8/2013,17.176,3.5004,2.6087,9.8315,12.0506,8.0008,6.7351,2.4859,5.5221,8.2926,0.1089,28.4516
10/9/2013,17.378,3.5415,2.6393,9.947,12.1921,8.0947,6.8477,2.5274,5.4313,8.4311,0.1089,28.4516
10/10/2013,17.487,3.5637,2.6559,10.0093,12.2686,8.1454,6.9084,2.5499,5.3836,8.5059,0.1089,28.4516
10/11/2013,17.6,3.5868,2.6731,10.0742,12.3481,8.1983,6.9717,2.5732,5.3347,8.5838,0.1089,28.4516
10/14/2013,17.716,3.6103,2.6906,10.1402,12.429,8.252,7.036,2.5969,5.286,8.663,0.1089,28.4516
10/15/2013,17.81,3.6295,2.7049,10.1942,12.4951,8.2959,7.0886,2.6164,5.2467,8.7277,0.1089,28.4516
10/16/2013,17.897,3.6472,2.7181,10.2439,12.5561,8.3364,7.137,2.6343,5.2111,8.7874,0.1089,28.4516
10/17/2013,18.018,3.6718,2.7365,10.3131,12.6409,8.3927,7.2045,2.6592,5.1623,8.8705,0.1089,28.4516
10/18/2013,18.175,3.7038,2.7603,10.4029,12.7509,8.4657,7.292,2.6914,5.1004,8.9782,0.1089,28.4516
10/21/2013,18.62,3.7946,2.828,10.6578,13.0634,8.6732,7.5404,2.7831,4.9323,9.2841,0.1089,28.4516
10/22/2013,18.567,3.7837,2.8199,10.6273,13.026,8.6483,7.5107,2.7722,4.9519,9.2474,0.1089,28.4516
10/23/2013,18.749,3.8208,2.8475,10.7314,13.1536,8.7331,7.6121,2.8096,4.8859,9.3723,0.1089,28.4516
10/24/2013,18.997,3.8713,2.8852,10.8735,13.3277,8.8487,7.7506,2.8607,4.7986,9.5428,0.1089,28.4516
10/25/2013,18.784,3.828,2.8529,10.7518,13.1786,8.7497,7.632,2.8169,4.8731,9.3968,0.1089,28.4516
10/28/2013,18.924,3.8565,2.8742,10.8319,13.2768,8.8148,7.7101,2.8458,4.8238,9.4929,0.1089,28.4516
10/29/2013,18.453,3.7605,2.8026,10.5621,12.9461,8.5953,7.3419,2.7099,5.0657,9.0397,0.1089,28.4516
10/30/2013,18.746,3.8203,2.8471,10.7301,13.152,8.732,7.51,2.7719,4.9523,9.2466,0.1089,28.4516
10/31/2013,18.668,3.8043,2.8352,10.6852,13.097,8.6955,7.4667,2.7559,4.981,9.1933,0.1089,28.4516
11/1/2013,18.573,3.7849,2.8207,10.6306,13.0301,8.651,7.414,2.7365,5.0164,9.1284,0.1089,28.4516
11/4/2013,18.813,3.8338,2.8572,10.768,13.1984,8.7628,7.5466,2.7854,4.9283,9.2917,0.1089,28.4516
11/5/2013,18.766,3.8243,2.8501,10.7414,13.1658,8.7412,7.5209,2.7759,4.9451,9.2601,0.1089,28.4516
11/6/2013,18.604,3.7914,2.8256,10.6488,13.0524,8.6658,7.4316,2.743,5.0046,9.1501,0.1089,28.4516
11/7/2013,18.303,3.73,2.7799,10.4765,12.8412,8.5256,7.2653,2.6816,5.1191,8.9453,0.1089,28.4516
11/8/2013,18.591,3.7887,2.8236,10.6414,13.0433,8.6599,7.4245,2.7403,5.0094,9.1413,0.1089,28.4516
11/11/2013,18.537,3.7777,2.8154,10.6105,13.0055,8.6347,7.3946,2.7293,5.0296,9.1046,0.1089,28.4516
11/12/2013,18.572,3.7847,2.8206,10.6302,13.0296,8.6507,7.4136,2.7363,5.0167,9.1279,0.1089,28.4516
11/13/2013,18.594,3.7893,2.824,10.643,13.0452,8.6611,7.4259,2.7409,5.0084,9.1431,0.1089,28.4516
11/14/2013,18.863,3.844,2.8648,10.7968,13.2338,8.7863,7.5744,2.7957,4.9102,9.3259,0.1089,28.4516
11/15/2013,18.75,3.821,2.8477,10.732,13.1544,8.7336,7.5119,2.7726,4.9511,9.2489,0.1089,28.4516
11/18/2013,18.522,3.7747,2.8131,10.602,12.995,8.6277,7.3864,2.7263,5.0352,9.0944,0.1089,28.4516
11/19/2013,18.555,3.7814,2.8181,10.6208,13.018,8.6431,7.4045,2.733,5.0228,9.1168,0.1089,28.4516
11/20/2013,18.393,3.7483,2.7935,10.5278,12.904,8.5674,7.3148,2.6999,5.0845,9.0062,0.1089,28.4516
11/21/2013,18.612,3.7929,2.8267,10.6532,13.0578,8.6694,7.4358,2.7445,5.0017,9.1553,0.1089,28.4516
11/22/2013,18.564,3.7832,2.8195,10.6259,13.0243,8.6472,7.4095,2.7348,5.0195,9.1228,0.1089,28.4516
11/25/2013,18.705,3.8119,2.8409,10.7065,13.123,8.7128,7.4872,2.7635,4.9674,9.2186,0.1089,28.4516
11/26/2013,19.05,3.8822,2.8933,10.9039,13.3651,8.8735,7.6778,2.8338,4.8441,9.4532,0.1089,28.4516
11/27/2013,19.499,3.9736,2.9614,11.1607,13.6798,9.0824,7.9256,2.9253,4.6926,9.7583,0.1089,28.4516
11/28/2013,19.499,3.9736,2.9614,11.1607,13.6798,9.0824,7.9256,2.9253,4.6926,9.7583,0.1089,28.4516
11/29/2013,19.86,4.0472,3.0162,11.3674,13.9331,9.2506,8.1251,2.9989,4.5774,10.004,0.1089,28.4516
12/2/2013,19.687,4.012,2.99,11.2684,13.8118,9.1701,8.0296,2.9637,4.6318,9.8864,0.1089,28.4516
12/3/2013,20.226,4.1218,3.0718,11.5769,14.19,9.4211,8.3274,3.0736,4.4662,10.253,0.1089,28.4516
12/4/2013,20.179,4.1122,3.0647,11.5499,14.1569,9.3991,8.3013,3.064,4.4802,10.2209,0.1089,28.4516
12/5/2013,20.282,4.1333,3.0804,11.6092,14.2295,9.4474,8.3585,3.0851,4.4496,10.2914,0.1089,28.4516
12/6/2013,20.001,4.0759,3.0377,11.4481,14.0321,9.3163,8.203,3.0277,4.5339,10.0999,0.1089,28.4516
12/9/2013,20.23,4.1226,3.0724,11.5791,14.1927,9.4229,8.3295,3.0744,4.4651,10.2556,0.1089,28.4516
12/10/2013,20.198,4.1162,3.0677,11.5611,14.1706,9.4083,8.3121,3.068,4.4744,10.2342,0.1089,28.4516
12/11/2013,20.049,4.0857,3.0449,11.4755,14.0656,9.3386,8.2295,3.0375,4.5193,10.1325,0.1089,28.4516
12/12/2013,20.019,4.0797,3.0405,11.4587,14.0451,9.325,8.2133,3.0315,4.5282,10.1125,0.1089,28.4516
12/13/2013,19.801,4.0352,3.0073,11.3338,13.892,9.2233,8.0927,2.987,4.5957,9.9641,0.1089,28.4516
12/16/2013,19.911,4.0576,3.024,11.3966,13.9689,9.2744,8.1533,3.0094,4.5616,10.0387,0.1089,28.4516
12/17/2013,19.821,4.0393,3.0104,11.3453,13.906,9.2326,8.1038,2.9911,4.5894,9.9777,0.1089,28.4516
12/18/2013,19.67,4.0086,2.9875,11.259,13.8003,9.1624,8.0205,2.9603,4.6371,9.8752,0.1089,28.4516
12/19/2013,19.445,3.9627,2.9533,11.13,13.6422,9.0574,7.896,2.9144,4.7102,9.7219,0.1089,28.4516
12/20/2013,19.608,3.9959,2.978,11.2232,13.7565,9.1333,7.986,2.9476,4.6571,9.8327,0.1089,28.4516
12/23/2013,20.36,4.1492,3.0923,11.654,14.2844,9.4838,8.4017,3.101,4.4267,10.3445,0.1089,28.4516
12/24/2013,20.274,4.1316,3.0792,11.6045,14.2238,9.4436,8.354,3.0834,4.452,10.2857,0.1089,28.4516
12/25/2013,20.274,4.1316,3.0792,11.6045,14.2238,9.4436,8.354,3.0834,4.452,10.2857,0.1089,28.4516
12/26/2013,20.139,4.1042,3.0587,11.5274,14.1293,9.3808,8.2796,3.056,4.492,10.1942,0.1089,28.4516
12/27/2013,20.003,3.8544,2.939,11.3104,13.8104,9.0378,8.0031,2.7918,4.6847,9.777,0.1089,28.4516
12/30/2013,19.804,3.816,2.9097,11.1979,13.673,8.9479,7.8923,2.7532,4.7504,9.6417,0.1089,29.1175
12/31/2013,20.036,3.8608,2.9438,11.3292,13.8333,9.0528,8.0216,2.7983,4.6739,9.7996,0.1089,29.1175
1/1/2014,20.036,3.8608,2.9438,11.3292,13.8333,9.0528,8.0216,2.7983,4.6739,9.7996,0.1089,29.1175
1/2/2014,19.755,3.8065,2.9024,11.1698,13.6387,8.9255,7.8646,2.7435,4.7671,9.6079,0.1089,29.1175
1/3/2014,19.321,3.7229,2.8387,10.9245,13.3392,8.7294,7.623,2.6592,4.9182,9.3127,0.1089,29.1175
