Dates,price,P_B,P_S,P_FCF,P_EPS,P_EBITDA,EV_FCFF,EV_B,LTDebt_EV,EV_EBITDA,DPS,DPR
4/1/2010,8.428,5.4551,4.1605,17.5258,19.6642,13.4379,14.1951,4.3782,0,15.9334,0,0
4/2/2010,8.428,5.4551,4.1605,17.5258,19.6642,13.4379,14.1951,4.3782,0,15.9334,0,0
4/5/2010,8.518,5.5133,4.205,17.7129,19.8742,13.5814,14.3834,4.4362,0,16.1448,0,0
4/6/2010,8.555,5.5376,4.2235,17.7909,19.9617,13.6412,14.4619,4.4604,0,16.2329,0,0
4/7/2010,8.593,5.5621,4.2422,17.8696,20.05,13.7015,14.5411,4.4849,0,16.3218,0,0
4/8/2010,8.57,5.5471,4.2307,17.8214,19.9958,13.6645,14.4925,4.4699,0,16.2672,0,0
4/9/2010,8.635,5.5896,4.2632,17.958,20.1492,13.7693,14.63,4.5123,0,16.4216,0,0
4/12/2010,8.653,5.6012,4.272,17.9952,20.1908,13.7978,14.6674,4.5238,0,16.4635,0,0
4/13/2010,8.658,5.6044,4.2744,18.0056,20.2025,13.8057,14.6778,4.527,0,16.4752,0,0
4/14/2010,8.775,5.6798,4.3319,18.2477,20.4742,13.9914,14.9214,4.6022,0,16.7486,0,0
4/15/2010,8.89,5.7545,4.3889,18.4876,20.7433,14.1753,15.1628,4.6766,0,17.0195,0,0
4/16/2010,8.836,5.7193,4.3621,18.3747,20.6167,14.0888,15.0492,4.6416,0,16.8921,0,0
4/19/2010,8.824,5.7117,4.3563,18.3502,20.5892,14.07,15.0245,4.634,0,16.8644,0,0
4/20/2010,8.735,5.6544,4.3125,18.166,20.3825,13.9287,14.8392,4.5768,0,16.6564,0,0
4/21/2010,9.258,5.9926,4.5705,19.2526,21.6017,14.7619,15.9995,4.9347,0,17.9588,0,0
4/22/2010,9.517,6.1602,4.6983,19.791,22.2058,15.1747,16.5431,5.1023,0,18.5689,0,0
4/23/2010,9.673,6.261,4.7752,20.1149,22.5692,15.423,16.87,5.2032,0,18.9359,0,0
4/26/2010,9.625,6.2302,4.7517,20.0161,22.4583,15.3473,16.7703,5.1724,0,18.8239,0,0
4/27/2010,9.359,6.0578,4.6202,19.462,21.8367,14.9225,16.211,4.9999,0,18.1961,0,0
4/28/2010,9.343,6.0476,4.6124,19.4293,21.8,14.8974,16.178,4.9897,0,18.1591,0,0
4/29/2010,9.594,6.2103,4.7366,19.9522,22.3867,15.2983,16.7058,5.1525,0,18.7516,0,0
4/30/2010,9.325,6.0358,4.6035,19.3915,21.7575,14.8684,16.1397,4.9779,0,18.1162,0,0
5/3/2010,9.513,6.1574,4.6962,19.7821,22.1958,15.1679,16.5341,5.0996,0,18.5588,0,0
5/4/2010,9.239,5.9801,4.561,19.2125,21.5567,14.7311,15.959,4.9222,0,17.9133,0,0
5/5/2010,9.142,5.9178,4.5134,19.0123,21.3321,14.5777,15.757,4.8599,0,17.6865,0,0
5/6/2010,8.795,5.6927,4.3418,18.2893,20.5208,14.0233,15.0271,4.6348,0,16.8672,0,0
5/7/2010,8.424,5.4525,4.1586,17.5176,19.655,13.4316,14.248,4.3945,0,15.9928,0,0
5/10/2010,9.071,5.8717,4.4783,18.8641,21.1658,14.464,15.6074,4.8137,0,17.5186,0,0
5/11/2010,9.161,5.9302,4.5229,19.052,21.3767,14.6081,15.7971,4.8723,0,17.7315,0,0
5/12/2010,9.36,6.0589,4.6211,19.4657,21.8408,14.9253,16.2147,5.0011,0,18.2003,0,0
5/13/2010,9.227,5.9727,4.5553,19.1887,21.53,14.7129,15.935,4.9148,0,17.8864,0,0
5/14/2010,9.065,5.8677,4.4753,18.8515,21.1517,14.4544,15.5946,4.8098,0,17.5043,0,0
5/17/2010,9.079,5.877,4.4823,18.8812,21.185,14.4771,15.6246,4.8191,0,17.538,0,0
5/18/2010,9.013,5.834,4.4495,18.7431,21.03,14.3712,15.4852,4.7761,0,17.3814,0,0
5/19/2010,8.869,5.7411,4.3787,18.4445,20.695,14.1423,15.1838,4.6831,0,17.0431,0,0
5/20/2010,8.491,5.4965,4.1921,17.6587,19.8133,13.5398,14.3905,4.4384,0,16.1527,0,0
5/21/2010,8.654,5.6019,4.2725,17.9974,20.1933,13.7995,14.7324,4.5439,0,16.5365,0,0
5/24/2010,8.813,5.7045,4.3508,18.3271,20.5633,14.0523,15.0653,4.6465,0,16.9101,0,0
5/25/2010,8.758,5.6689,4.3236,18.2128,20.435,13.9646,14.9498,4.6109,0,16.7805,0,0
5/26/2010,8.718,5.6432,4.3041,18.1303,20.3424,13.9013,14.8665,4.5852,0,16.687,0,0
5/27/2010,9.048,5.8569,4.467,18.8166,21.1125,14.4276,15.5594,4.7989,0,17.4648,0,0
5/28/2010,9.174,5.9385,4.5292,19.0788,21.4067,14.6286,15.8241,4.8806,0,17.7618,0,0
5/31/2010,9.174,5.9385,4.5292,19.0788,21.4067,14.6286,15.8241,4.8806,0,17.7618,0,0
6/1/2010,9.315,6.0298,4.5989,19.3721,21.7358,14.8536,16.1202,4.9719,0,18.0943,0,0
6/2/2010,9.427,6.1019,4.6539,19.6039,21.9958,15.0312,16.3542,5.0441,0,18.3568,0,0
6/3/2010,9.397,6.0827,4.6392,19.5422,21.9267,14.984,16.2919,5.0249,0,18.287,0,0
6/4/2010,9.142,5.9173,4.5131,19.0108,21.3304,14.5765,15.7555,4.8594,0,17.6848,0,0
6/7/2010,8.962,5.8012,4.4245,18.6376,20.9117,14.2904,15.3787,4.7432,0,17.2619,0,0
6/8/2010,8.905,5.7639,4.3961,18.518,20.7775,14.1987,15.258,4.706,0,17.1264,0,0
6/9/2010,8.686,5.6222,4.288,18.0627,20.2667,13.8496,14.7984,4.5642,0,16.6105,0,0
6/10/2010,8.947,5.7912,4.4169,18.6057,20.8758,14.2659,15.3465,4.7333,0,17.2257,0,0
6/11/2010,9.054,5.8606,4.4698,18.8285,21.1258,14.4367,15.5714,4.8026,0,17.4782,0,0
6/14/2010,9.081,5.8784,4.4834,18.8857,21.19,14.4806,15.6291,4.8205,0,17.543,0,0
6/15/2010,9.275,6.0034,4.5788,19.2875,21.6408,14.7886,16.0348,4.9456,0,17.9983,0,0
6/16/2010,9.545,6.1782,4.7121,19.849,22.2708,15.2192,16.6016,5.1204,0,18.6346,0,0
6/17/2010,9.71,6.285,4.7935,20.1921,22.6558,15.4823,16.948,5.2272,0,19.0234,0,0
6/18/2010,9.788,6.336,4.8324,20.3558,22.8395,15.6078,17.1133,5.2782,0,19.2089,0,0
6/21/2010,9.649,6.2457,4.7636,20.0658,22.5142,15.3855,16.8205,5.1879,0,18.8803,0,0
6/22/2010,9.78,6.3308,4.8284,20.3392,22.8208,15.595,17.0965,5.273,0,19.19,0,0
6/23/2010,9.678,6.2642,4.7777,20.1253,22.5808,15.431,16.8805,5.2064,0,18.9477,0,0
6/24/2010,9.607,6.2187,4.7429,19.9789,22.4167,15.3188,16.7328,5.1609,0,18.7819,0,0
6/25/2010,9.525,5.6511,4.2309,16.8687,19.7263,13.7813,13.7478,4.5659,0,16.0858,0,0
6/28/2010,9.582,5.685,4.2563,16.9699,19.8447,13.864,13.8495,4.5997,0,16.2047,0,0
6/29/2010,9.149,5.428,4.0639,16.2027,18.9475,13.2372,13.0786,4.3437,0,15.3028,0,0
6/30/2010,8.983,5.3297,3.9903,15.9092,18.6043,12.9975,12.7838,4.2457,0,14.9577,0,0
7/1/2010,8.874,5.2651,3.9419,15.7163,18.3787,12.8399,12.5899,4.1814,0,14.7309,0,0
7/2/2010,8.819,5.2324,3.9175,15.6189,18.2648,12.7603,12.4921,4.1489,0,14.6164,0,0
7/5/2010,8.819,5.2324,3.9175,15.6189,18.2648,12.7603,12.4921,4.1489,0,14.6164,0,0
7/6/2010,8.88,5.2682,3.9443,15.7258,18.3898,12.8476,12.5995,4.1845,0,14.7421,0,0
7/7/2010,9.238,5.4809,4.1035,16.3605,19.132,13.3661,13.2372,4.3963,0,15.4883,0,0
7/8/2010,9.218,5.4687,4.0944,16.3242,19.0895,13.3364,13.2007,4.3842,0,15.4455,0,0
7/9/2010,9.272,5.5011,4.1186,16.4209,19.2027,13.4155,13.2979,4.4165,0,15.5593,0,0
7/12/2010,9.189,5.4516,4.0816,16.2732,19.03,13.2948,13.1495,4.3672,0,15.3857,0,0
7/13/2010,8.993,5.3354,3.9945,15.9262,18.6241,13.0113,12.8008,4.2514,0,14.9777,0,0
7/14/2010,9.026,5.3551,4.0093,15.9849,18.6928,13.0593,12.8598,4.271,0,15.0467,0,0
7/15/2010,8.98,5.328,3.989,15.9042,18.5984,12.9933,12.7787,4.244,0,14.9518,0,0
7/16/2010,8.925,5.2952,3.9644,15.8061,18.4837,12.9132,12.6802,4.2113,0,14.8365,0,0
7/19/2010,8.771,5.2036,3.8959,15.5329,18.1642,12.69,12.4056,4.1201,0,14.5153,0,0
7/20/2010,8.996,5.3373,3.996,15.932,18.6309,13.0161,12.8066,4.2533,0,14.9845,0,0
7/21/2010,9.08,5.3871,4.0333,16.0806,18.8047,13.1375,13.0203,4.3243,0,15.2346,0,0
7/22/2010,9.251,5.4885,4.1092,16.3832,19.1586,13.3847,13.3256,4.4257,0,15.5917,0,0
7/23/2010,9.284,5.5079,4.1237,16.4412,19.2263,13.432,13.384,4.4451,0,15.6601,0,0
7/26/2010,9.26,5.4939,4.1132,16.3994,19.1775,13.3979,13.3419,4.4311,0,15.6108,0,0
7/27/2010,9.431,5.5956,4.1894,16.703,19.5325,13.646,13.6482,4.5328,0,15.9692,0,0
7/28/2010,9.32,5.5295,4.1399,16.5057,19.3018,13.4847,13.4491,4.4667,0,15.7362,0,0
7/29/2010,9.218,5.4691,4.0947,16.3254,19.091,13.3375,13.2673,4.4063,0,15.5235,0,0
7/30/2010,9.188,5.4509,4.081,16.271,19.0274,13.293,13.2124,4.3881,0,15.4593,0,0
8/2/2010,9.352,5.5484,4.154,16.562,19.3676,13.5307,13.5059,4.4856,0,15.8027,0,0
8/3/2010,9.355,5.5501,4.1553,16.567,19.3735,13.5349,13.511,4.4873,0,15.8087,0,0
8/4/2010,9.392,5.5723,4.1719,16.6334,19.4512,13.5891,13.578,4.5095,0,15.887,0,0
8/5/2010,9.346,5.5452,4.1516,16.5525,19.3565,13.523,13.4963,4.4824,0,15.7915,0,0
8/6/2010,9.289,5.5111,4.1261,16.4507,19.2375,13.4398,13.3937,4.4483,0,15.6714,0,0
8/9/2010,9.348,5.5462,4.1524,16.5556,19.3602,13.5256,13.4995,4.4835,0,15.7952,0,0
8/10/2010,9.265,5.4967,4.1153,16.4076,19.1871,13.4046,13.3502,4.4339,0,15.6205,0,0
8/11/2010,8.935,5.3013,3.969,15.8245,18.5052,12.9282,12.7619,4.2385,0,14.9322,0,0
8/12/2010,8.993,5.3352,3.9944,15.9257,18.6235,13.0109,12.864,4.2724,0,15.0516,0,0
8/13/2010,8.896,5.2782,3.9517,15.7555,18.4246,12.8719,12.6924,4.2154,0,14.8508,0,0
8/16/2010,8.844,5.2473,3.9286,15.6632,18.3166,12.7964,12.5992,4.1844,0,14.7418,0,0
8/17/2010,8.999,5.339,3.9973,15.9371,18.6368,13.0202,12.8755,4.2762,0,15.0651,0,0
8/18/2010,9.038,5.3623,4.0147,16.0066,18.7182,13.077,12.9457,4.2995,0,15.1472,0,0
8/19/2010,8.924,5.2947,3.9641,15.8049,18.4822,12.9122,12.7422,4.2319,0,14.9091,0,0
8/20/2010,8.916,5.2896,3.9603,15.7897,18.4645,12.8998,12.7268,4.2268,0,14.8911,0,0
8/23/2010,8.779,5.2083,3.8994,15.5468,18.1805,12.7014,12.4818,4.1455,0,14.6045,0,0
8/24/2010,8.569,5.0839,3.8063,15.1755,17.7463,12.398,12.1073,4.0211,0,14.1662,0,0
8/25/2010,8.675,5.1466,3.8532,15.3628,17.9652,12.551,12.2962,4.0838,0,14.3872,0,0
8/26/2010,8.581,5.0913,3.8118,15.1977,17.7722,12.4161,12.1296,4.0285,0,14.1924,0,0
8/27/2010,8.629,5.1197,3.8331,15.2824,17.8713,12.4854,12.2151,4.0569,0,14.2924,0,0
8/30/2010,8.661,5.1384,3.847,15.3381,17.9364,12.5308,12.2713,4.0755,0,14.3581,0,0
8/31/2010,8.682,5.1511,3.8565,15.376,17.9808,12.5618,12.3096,4.0882,0,14.4029,0,0
9/1/2010,8.94,5.3043,3.9712,15.8333,18.5155,12.9354,12.7709,4.2415,0,14.9426,0,0
9/2/2010,9.006,5.3432,4.0004,15.9497,18.6516,13.0305,12.8883,4.2804,0,15.08,0,0
9/3/2010,9.242,5.4831,4.1051,16.3672,19.1398,13.3716,13.3094,4.4203,0,15.5727,0,0
9/6/2010,9.242,5.4831,4.1051,16.3672,19.1398,13.3716,13.3094,4.4203,0,15.5727,0,0
9/7/2010,9.208,5.4628,4.0899,16.3064,19.0688,13.322,13.2481,4.4,0,15.5011,0,0
9/8/2010,9.39,5.571,4.171,16.6297,19.4467,13.586,13.5742,4.5082,0,15.8826,0,0
9/9/2010,9.395,5.5742,4.1734,16.6391,19.4578,13.5938,13.5837,4.5114,0,15.8938,0,0
9/10/2010,9.408,5.5814,4.1787,16.6606,19.483,13.6113,13.6054,4.5186,0,15.9191,0,0
9/13/2010,9.537,5.6583,4.2363,16.8902,19.7515,13.7989,13.837,4.5956,0,16.1901,0,0
9/14/2010,9.574,5.6799,4.2525,16.9548,19.8269,13.8516,13.9021,4.6172,0,16.2663,0,0
9/15/2010,9.651,5.7257,4.2868,17.0914,19.9867,13.9632,14.0399,4.6629,0,16.4276,0,0
9/16/2010,9.878,5.8603,4.3875,17.493,20.4564,14.2914,14.4451,4.7975,0,16.9016,0,0
9/17/2010,9.835,5.8348,4.3685,17.4171,20.3676,14.2294,14.3685,4.7721,0,16.812,0,0
9/20/2010,10.115,6.0014,4.4932,17.9143,20.949,14.6355,14.8701,4.9386,0,17.3988,0,0
9/21/2010,10.135,6.0128,4.5017,17.9484,20.9889,14.6634,14.9045,4.9501,0,17.4391,0,0
9/22/2010,10.277,6.0972,4.5649,18.2001,21.2833,14.8691,15.1585,5.0344,0,17.7363,0,0
9/23/2010,10.319,6.1219,4.5834,18.2741,21.3698,14.9295,15.2331,5.0592,0,17.8236,0,0
9/24/2010,10.44,5.6027,4.0778,16.0252,18.9695,13.6985,13.0224,4.5206,0,15.4172,0,0
9/27/2010,10.399,5.5805,4.0616,15.9618,18.8945,13.6443,12.9587,4.4985,0,15.3419,0,0
9/28/2010,10.245,5.498,4.0016,15.7259,18.6152,13.4427,12.7217,4.4162,0,15.0613,0,0
9/29/2010,10.263,5.5078,4.0087,15.7539,18.6483,13.4666,12.7498,4.4259,0,15.0945,0,0
9/30/2010,10.134,5.4384,3.9582,15.5554,18.4134,13.2969,12.5505,4.3567,0,14.8585,0,0
10/1/2010,10.09,5.4148,3.9411,15.488,18.3335,13.2393,12.4827,4.3332,0,14.7783,0,0
10/4/2010,9.951,5.3405,3.8869,15.2753,18.0818,13.0575,12.2691,4.259,0,14.5254,0,0
10/5/2010,10.319,5.5379,4.0306,15.8399,18.7502,13.5401,12.8363,4.4559,0,15.1969,0,0
10/6/2010,10.328,5.5427,4.0341,15.8536,18.7664,13.5518,12.85,4.4607,0,15.2132,0,0
10/7/2010,10.329,5.5432,4.0345,15.8553,18.7683,13.5532,12.8517,4.4613,0,15.2151,0,0
10/8/2010,10.503,5.6362,4.1022,16.1212,19.0831,13.7805,13.1188,4.554,0,15.5313,0,0
10/11/2010,10.549,5.6609,4.1202,16.1919,19.1668,13.841,13.1898,4.5787,0,15.6154,0,0
10/12/2010,10.662,5.7219,4.1645,16.3662,19.3731,13.99,13.3649,4.6395,0,15.8227,0,0
10/13/2010,10.719,5.7525,4.1869,16.4539,19.477,14.065,13.453,4.67,0,15.9271,0,0
10/14/2010,10.797,5.7941,4.2171,16.5729,19.6178,14.1667,13.5725,4.7115,0,16.0685,0,0
10/15/2010,11.241,6.0324,4.3905,17.2543,20.4244,14.7492,14.257,4.9491,0,16.8789,0,0
10/18/2010,11.357,6.0948,4.436,17.433,20.636,14.9019,14.4365,5.0114,0,17.0914,0,0
10/19/2010,11.053,5.9317,4.3173,16.9665,20.0837,14.5031,13.9679,4.8488,0,16.5366,0,0
10/20/2010,11.09,5.9517,4.3318,17.0235,20.1512,14.5519,14.0252,4.8687,0,16.6044,0,0
10/21/2010,11.054,5.9323,4.3177,16.9681,20.0857,14.5045,13.9696,4.8493,0,16.5386,0,0
10/22/2010,10.981,5.893,4.2891,16.8558,19.9526,14.4085,13.8567,4.8102,0,16.4049,0,0
10/25/2010,11.03,5.9193,4.3082,16.9309,20.0415,14.4727,13.9321,4.8363,0,16.4942,0,0
10/26/2010,11.002,5.9041,4.2972,16.8875,19.9903,14.4356,13.8886,4.8212,0,16.4427,0,0
10/27/2010,10.994,5.8999,4.2941,16.8755,19.976,14.4253,13.8765,4.817,0,16.4284,0,0
10/28/2010,10.901,5.8503,4.258,16.7335,19.8079,14.304,13.8028,4.7914,0,16.3411,0,0
10/29/2010,10.749,5.7686,4.1986,16.5,19.5315,14.1043,13.5672,4.7097,0,16.0622,0,0
11/1/2010,10.864,5.83,4.2432,16.6754,19.7391,14.2543,13.7442,4.7711,0,16.2717,0,0
11/2/2010,11.049,5.9292,4.3155,16.9594,20.0753,14.497,14.0306,4.8705,0,16.6108,0,0
11/3/2010,11.171,5.9952,4.3635,17.1479,20.2985,14.6582,14.2208,4.9366,0,16.836,0,0
11/4/2010,11.367,6.1,4.4398,17.4478,20.6535,14.9146,14.5232,5.0415,0,17.1941,0,0
11/5/2010,11.326,6.0782,4.4239,17.3853,20.5795,14.8611,14.4602,5.0197,0,17.1194,0,0
11/8/2010,11.379,6.1067,4.4446,17.467,20.6762,14.931,14.5426,5.0483,0,17.217,0,0
11/9/2010,11.289,6.058,4.4092,17.3278,20.5114,14.8119,14.4021,4.9995,0,17.0507,0,0
11/10/2010,11.358,6.0954,4.4364,17.4347,20.6379,14.9033,14.51,5.0369,0,17.1783,0,0
11/11/2010,11.309,6.0691,4.4172,17.3593,20.5487,14.8389,14.4339,5.0105,0,17.0883,0,0
11/12/2010,11.001,5.9038,4.2969,16.8865,19.989,14.4347,13.957,4.845,0,16.5237,0,0
11/15/2010,10.966,5.8847,4.283,16.8319,19.9244,14.3881,13.902,4.8259,0,16.4586,0,0
11/16/2010,10.771,5.7803,4.2071,16.5334,19.5711,14.1329,13.6009,4.7214,0,16.1022,0,0
11/17/2010,10.732,5.7594,4.1919,16.4737,19.5003,14.0818,13.5407,4.7005,0,16.0308,0,0
11/18/2010,11.015,5.9114,4.3025,16.9084,20.0149,14.4535,13.9791,4.8527,0,16.5499,0,0
11/19/2010,10.955,5.8788,4.2788,16.8152,19.9046,14.3738,13.8851,4.82,0,16.4386,0,0
11/22/2010,11.191,6.0059,4.3713,17.1786,20.3348,14.6845,14.2517,4.9473,0,16.8726,0,0
11/23/2010,11.026,5.9172,4.3067,16.9248,20.0344,14.4675,13.9957,4.8584,0,16.5696,0,0
11/24/2010,11.243,6.0334,4.3913,17.2573,20.428,14.7517,14.3311,4.9748,0,16.9666,0,0
11/25/2010,11.243,6.0334,4.3913,17.2573,20.428,14.7517,14.3311,4.9748,0,16.9666,0,0
11/26/2010,11.277,6.0519,4.4048,17.3102,20.4906,14.7969,14.3844,4.9934,0,17.0298,0,0
11/29/2010,11.317,6.0732,4.4202,17.3711,20.5626,14.849,14.4458,5.0147,0,17.1024,0,0
11/30/2010,11.113,5.9636,4.3404,17.0575,20.1914,14.5809,14.1295,4.9049,0,16.728,0,0
12/1/2010,11.3,6.0642,4.4137,17.3453,20.5321,14.8269,14.4198,5.0056,0,17.0716,0,0
12/2/2010,11.363,6.0977,4.4381,17.4412,20.6457,14.9089,14.5166,5.0392,0,17.1862,0,0
12/3/2010,11.337,6.0841,4.4282,17.4023,20.5996,14.8757,14.4773,5.0256,0,17.1397,0,0
12/6/2010,11.434,6.136,4.466,17.5509,20.7755,15.0027,14.6272,5.0776,0,17.3171,0,0
12/7/2010,11.365,6.0989,4.4389,17.4445,20.6496,14.9118,14.5199,5.0404,0,17.1901,0,0
12/8/2010,11.465,6.1525,4.478,17.598,20.8313,15.043,14.6747,5.0941,0,17.3734,0,0
12/9/2010,11.42,6.1285,4.4605,17.5294,20.75,14.9843,14.6055,5.0701,0,17.2914,0,0
12/10/2010,11.449,6.1439,4.4717,17.5734,20.8021,15.0219,14.6498,5.0855,0,17.344,0,0
12/13/2010,11.488,6.1652,4.4872,17.6342,20.8741,15.0739,14.7112,5.1068,0,17.4166,0,0
12/14/2010,11.439,6.1387,4.4679,17.5586,20.7846,15.0092,14.6349,5.0803,0,17.3263,0,0
12/15/2010,11.441,6.1401,4.4689,17.5624,20.7891,15.0125,14.6388,5.0817,0,17.3309,0,0
12/16/2010,11.473,6.1571,4.4813,17.6112,20.8469,15.0542,14.688,5.0987,0,17.3891,0,0
12/17/2010,11.45,6.1449,4.4724,17.5761,20.8053,15.0242,14.6526,5.0865,0,17.3472,0,0
12/20/2010,11.508,6.1755,4.4947,17.6638,20.9091,15.0992,14.7411,5.1172,0,17.452,0,0
12/21/2010,11.579,6.2138,4.5226,17.7732,21.0386,15.1927,14.8514,5.1555,0,17.5826,0,0
12/22/2010,11.613,6.2321,4.5359,17.8255,21.1006,15.2374,14.9042,5.1738,0,17.6451,0,0
12/23/2010,11.557,5.4521,3.8793,15.0026,17.7802,13.0588,12.0104,4.3379,0,14.2517,0,0
12/24/2010,11.557,5.4521,3.8793,15.0026,17.7802,13.0588,12.0104,4.3379,0,14.2517,0,0
12/27/2010,11.596,5.4703,3.8922,15.0526,17.8396,13.1024,12.0606,4.356,0,14.3112,0,0
12/28/2010,11.624,5.4837,3.9017,15.0893,17.883,13.1343,12.0973,4.3692,0,14.3548,0,0
12/29/2010,11.618,5.4806,3.8995,15.0809,17.8731,13.127,12.0889,4.3662,0,14.3448,0,0
12/30/2010,11.559,5.4532,3.88,15.0053,17.7835,13.0612,12.0132,4.3389,0,14.255,0,0
12/31/2010,11.52,5.4346,3.8668,14.9544,17.7231,13.0168,11.9621,4.3204,0,14.1943,0,0
1/3/2011,11.77,5.5527,3.9508,15.2793,18.1082,13.2997,12.2878,4.438,0,14.5808,0,0
1/4/2011,11.832,5.5817,3.9715,15.3591,18.2027,13.3691,12.3677,4.4669,0,14.6756,0,0
1/5/2011,11.929,5.6274,4.004,15.4847,18.3516,13.4785,12.4936,4.5124,0,14.825,0,0
1/6/2011,11.919,5.6228,4.0007,15.4722,18.3368,13.4676,12.4811,4.5078,0,14.8101,0,0
1/7/2011,12.004,5.6631,4.0294,15.583,18.4681,13.5641,12.5921,4.548,0,14.9419,0,0
1/10/2011,12.231,5.7698,4.1053,15.8767,18.8162,13.8197,12.9512,4.6777,0,15.368,0,0
1/11/2011,12.201,5.7561,4.0955,15.8389,18.7714,13.7868,12.9132,4.6639,0,15.3229,0,0
1/12/2011,12.301,5.8029,4.1289,15.9678,18.9242,13.899,13.0429,4.7108,0,15.4768,0,0
1/13/2011,12.346,5.8242,4.144,16.0262,18.9934,13.9498,13.1017,4.732,0,15.5466,0,0
1/14/2011,12.446,5.8713,4.1775,16.156,19.1473,14.0628,13.2323,4.7792,0,15.7016,0,0
1/17/2011,12.446,5.8713,4.1775,16.156,19.1473,14.0628,13.2323,4.7792,0,15.7016,0,0
1/18/2011,12.166,5.7394,4.0837,15.793,18.717,13.7469,12.867,4.6472,0,15.2681,0,0
1/19/2011,12.101,5.7089,4.062,15.7091,18.6176,13.6738,12.7866,4.6182,0,15.1727,0,0
1/20/2011,11.881,5.6051,3.9881,15.4235,18.2791,13.4252,12.4992,4.5144,0,14.8316,0,0
1/21/2011,11.669,5.5047,3.9167,15.1472,17.9516,13.1847,12.2211,4.4139,0,14.5016,0,0
1/24/2011,12.052,5.6855,4.0453,15.6447,18.5412,13.6177,12.7218,4.5948,0,15.0958,0,0
1/25/2011,12.193,5.752,4.0927,15.8278,18.7582,13.7771,12.9061,4.6613,0,15.3145,0,0
1/26/2011,12.28,5.7933,4.122,15.9414,18.8929,13.876,13.0204,4.7026,0,15.4501,0,0
1/27/2011,12.258,5.7825,4.1144,15.9117,18.8577,13.8502,12.9905,4.6919,0,15.4147,0,0
1/28/2011,12.004,5.6628,4.0291,15.5821,18.467,13.5632,12.6588,4.572,0,15.021,0,0
1/31/2011,12.119,5.717,4.0677,15.7314,18.644,13.6932,12.809,4.6263,0,15.1993,0,0
2/1/2011,12.323,5.8132,4.1362,15.9961,18.9577,13.9236,13.0754,4.7225,0,15.5154,0,0
2/2/2011,12.297,5.8012,4.1277,15.9632,18.9187,13.895,13.0423,4.7106,0,15.4761,0,0
2/3/2011,12.266,5.7864,4.1171,15.9224,18.8703,13.8595,13.0013,4.6957,0,15.4274,0,0
2/4/2011,12.375,5.838,4.1538,16.0642,19.0385,13.9829,13.144,4.7473,0,15.5968,0,0
2/7/2011,12.567,5.9286,4.2183,16.3137,19.3341,14.2,13.3951,4.838,0,15.8947,0,0
2/8/2011,12.686,5.9846,4.2581,16.4676,19.5165,14.334,13.55,4.8939,0,16.0785,0,0
2/9/2011,12.791,6.0344,4.2936,16.6048,19.6791,14.4535,13.6881,4.9438,0,16.2424,0,0
2/10/2011,12.662,5.9734,4.2502,16.437,19.4802,14.3074,13.5192,4.8828,0,16.042,0,0
2/11/2011,12.745,6.0124,4.2779,16.5441,19.6071,14.4006,13.627,4.9217,0,16.1699,0,0
2/14/2011,12.828,6.0516,4.3058,16.6521,19.7352,14.4946,13.7357,4.961,0,16.2989,0,0
2/15/2011,12.854,6.0637,4.3144,16.6855,19.7747,14.5237,13.7693,4.9731,0,16.3388,0,0
2/16/2011,12.969,6.1182,4.3532,16.8352,19.9522,14.654,13.92,5.0276,0,16.5176,0,0
2/17/2011,12.796,6.0368,4.2953,16.6113,19.6868,14.4591,13.6946,4.9462,0,16.2502,0,0
2/18/2011,12.52,5.9064,4.2025,16.2525,19.2615,14.1468,13.3335,4.8157,0,15.8216,0,0
2/21/2011,12.52,5.9064,4.2025,16.2525,19.2615,14.1468,13.3335,4.8157,0,15.8216,0,0
2/22/2011,12.093,5.705,4.0592,15.6985,18.6049,13.6645,12.7759,4.6143,0,15.16,0,0
2/23/2011,12.236,5.7726,4.1073,15.8844,18.8253,13.8264,12.963,4.6819,0,15.382,0,0
2/24/2011,12.246,5.777,4.1104,15.8964,18.8396,13.8369,12.9751,4.6863,0,15.3964,0,0
2/25/2011,12.434,5.8659,4.1737,16.1412,19.1297,14.0499,13.2215,4.7753,0,15.6888,0,0
2/28/2011,12.615,5.951,4.2342,16.3753,19.4071,14.2537,13.4571,4.8604,0,15.9684,0,0
3/1/2011,12.475,5.8853,4.1875,16.1945,19.1929,14.0963,13.2752,4.7947,0,15.7524,0,0
3/2/2011,12.576,5.9327,4.2212,16.3248,19.3473,14.2097,13.4063,4.842,0,15.908,0,0
3/3/2011,12.841,6.058,4.3104,16.6697,19.756,14.51,13.7534,4.9674,0,16.32,0,0
3/4/2011,12.857,6.0654,4.3156,16.6901,19.7802,14.5277,13.774,4.9748,0,16.3443,0,0
3/7/2011,12.691,5.9873,4.26,16.475,19.5253,14.3405,13.5575,4.8966,0,16.0874,0,0
3/8/2011,12.706,5.994,4.2648,16.4936,19.5473,14.3566,13.5761,4.9034,0,16.1096,0,0
3/9/2011,12.588,5.9386,4.2254,16.341,19.3665,14.2239,13.4226,4.8479,0,15.9274,0,0
3/10/2011,12.381,5.8408,4.1558,16.0721,19.0478,13.9898,13.152,4.7502,0,15.6063,0,0
3/11/2011,12.571,5.9305,4.2196,16.3188,19.3401,14.2045,13.4002,4.8398,0,15.9008,0,0
